koi_disposition,koi_period,koi_depth,koi_duration,koi_ror,koi_model_snr
CANDIDATE,11.9294568,132.3,3.193,0.010682,11.7
CANDIDATE,9.54699216,143.0,5.063,0.012712,17.4
CANDIDATE,14.708641,130.6,5.394,0.013504,12.8
CANDIDATE,13.6032081,180.5,2.592,0.013466,9.4
CANDIDATE,7.23531329,112.2,3.338,0.009843,14.0
CANDIDATE,64.1862264,507.3,8.485,0.026574,18.6
CANDIDATE,4.93211932,50.5,3.144,0.00655,7.5
CANDIDATE,4.85819429,76.3,5.356,0.008031,25.2
CANDIDATE,3.39904814,69.6,2.922,0.007945,8.1
CANDIDATE,1.183505016,116.6,1.275,0.00985,10.0
CANDIDATE,15.9042402,444.8,2.093,0.022682,13.3
CANDIDATE,4.16288745,391.7,0.678,0.018573,12.0
CANDIDATE,4.44902309,88.9,1.373,0.00834,10.4
CANDIDATE,1.121733366,84.3,1.032,0.008523,13.6
CANDIDATE,3.79437277,83.2,2.289,0.008244,7.7
CANDIDATE,363.41165,961.7,14.79,0.028751,17.4
CANDIDATE,215.956008,392.7,10.425,0.023402,23.3
CANDIDATE,2.00870696,53.5,4.87,0.006628,12.2
CANDIDATE,0.655939788,73.0,1.318,0.007708,18.7
CANDIDATE,110.461746,331.2,12.46,0.016739,15.8
CANDIDATE,44.6226725,131.9,12.974,0.012823,20.6
CANDIDATE,80.769893,128.5,4.2,0.01003,6.7
CANDIDATE,225.26213,389.2,14.459,0.018148,24.6
CANDIDATE,2.31482311,58.6,2.127,0.006844,14.2
CANDIDATE,10.778313,90.7,5.256,0.009117,12.5
CANDIDATE,4.32710895,108.9,1.387,0.16744,12.9
CANDIDATE,2.90512019,61.2,2.293,0.007269,13.2
CANDIDATE,5.04404366,236.5,1.682,0.01411,11.6
CANDIDATE,1.166960319,97.8,1.6823,0.008944,17.9
CANDIDATE,0.701944362,210.8,0.641,0.013524,17.1
CANDIDATE,3.05772668,311.0,1.819,0.015465,13.7
CANDIDATE,9.9092109,942.0,2.552,0.030624,6.4
CANDIDATE,6.39269778,174.3,2.138,0.011795,11.3
CANDIDATE,7.87845756,44.1,3.912,0.00628,10.5
CANDIDATE,27.9040511,300.2,5.346,0.018051,12.8
CANDIDATE,0.644322147,1076.6,0.893,0.365023,79.6
CANDIDATE,17.8075656,1511.0,1.643,0.03662,11.8
CANDIDATE,333.03842,1260.0,5.948,0.032328,7.0
CANDIDATE,3.75030469,35.5,3.246,0.005966,10.3
CANDIDATE,0.259819659,231.5,0.6513,0.021215,24.1
CANDIDATE,4.72693131,26.2,4.036,0.004665,11.5
CANDIDATE,10.0989634,57.0,6.428,0.007123,8.9
CANDIDATE,13.12297275,43.7,2.234,0.007074,12.9
CANDIDATE,22.7909233,53.6,9.565,0.007715,19.4
CANDIDATE,0.681180633,156.4,0.8844,0.011435,16.6
CANDIDATE,369.13236,215.9,10.34,0.013526,11.9
CANDIDATE,9.08745206,35.1,3.786,0.005459,11.7
CANDIDATE,106.957467,539.6,7.006,0.022719,11.7
CANDIDATE,75.8781344,1054.0,1.383,0.031915,11.9
CANDIDATE,147.661729,1087.8,6.207,0.029669,13.2
CANDIDATE,13.00291716,225.3,3.058,0.01467,14.0
CANDIDATE,42.0292298,373.7,8.499,0.017546,14.5
CANDIDATE,0.505111993,212.8,0.4053,0.018445,18.7
CANDIDATE,2.49385348,46.9,1.414,0.006317,12.3
CANDIDATE,18.22211768,2318.0,2.044,0.071242,15.2
CANDIDATE,16.5340022,89.2,4.063,0.008904,9.3
CANDIDATE,13.9482197,119.4,7.686,0.009882,14.5
CANDIDATE,5.67577999,51.2,3.554,0.007755,11.2
CANDIDATE,49.564693,113.5,8.54,0.010347,15.0
CANDIDATE,2.89494709,45.8,3.254,0.006304,14.3
CANDIDATE,0.762950224,187.3,1.133,0.012509,15.8
CANDIDATE,170.995748,477.1,3.88,0.022611,15.5
CANDIDATE,19.5650801,61.7,4.242,0.007198,13.8
CANDIDATE,5.53312006,53.1,3.486,0.006746,13.4
CANDIDATE,200.721168,822.5,9.91,0.025993,13.1
CANDIDATE,10.8614163,64.8,6.02,0.009066,12.9
CANDIDATE,7.03965141,268.7,3.141,0.016479,9.8
CANDIDATE,4.72519164,98.8,3.751,0.009524,10.0
CANDIDATE,66.6434565,277.3,2.385,0.023533,14.8
CANDIDATE,160.850075,428.1,9.427,0.020695,16.1
CANDIDATE,6.2614227,51.4,4.779,0.006608,10.6
CANDIDATE,3.70386741,125.7,1.41,0.010182,13.1
CANDIDATE,19.8751355,109.0,8.041,0.011384,15.2
CANDIDATE,7.2929891,72.5,4.053,0.0078,7.1
CANDIDATE,145.786556,378.0,4.891,0.017576,13.9
CANDIDATE,2.5093344,184.3,1.833,0.01249,8.4
CANDIDATE,24.5607107,55.2,8.679,0.006883,14.9
CANDIDATE,24.6683831,109.2,8.556,0.010372,15.3
CANDIDATE,349.41047,652.8,15.02,0.023379,17.7
CANDIDATE,14.8162925,108.2,4.973,0.010848,12.5
CANDIDATE,3.98167088,44.7,3.609,0.006188,10.3
CANDIDATE,7.016016,169.0,3.8,0.013829,6.3
CANDIDATE,42.068554,186.3,5.723,0.01251,9.8
CANDIDATE,6.23968392,155.9,0.668,0.012425,9.0
CANDIDATE,16.3368863,225.9,3.597,0.013517,12.1
CANDIDATE,1.63668262,921.7,1.907,0.254701,12.9
CANDIDATE,11.615625,191.2,2.233,0.017915,8.8
CANDIDATE,173.2578372,687.0,2.027,0.924361,13.5
CANDIDATE,41.6757509,142.0,10.848,0.010904,22.6
CANDIDATE,11.49589567,108.3,2.256,0.00965,13.2
CANDIDATE,0.609926502,133.8,1.2529,0.010654,15.3
CANDIDATE,8.4795266,163.3,6.052,0.011632,8.0
CANDIDATE,49.4746966,291.0,10.46,0.015994,17.2
CANDIDATE,1.62888267,130.9,1.72,0.010339,12.5
CANDIDATE,1.920062587,226.8,1.437,0.013851,12.6
CANDIDATE,0.909127736,98.7,1.431,0.008986,13.9
CANDIDATE,10.30148508,162.7,3.903,0.011853,12.6
CANDIDATE,17.8007815,44.5,6.547,0.007451,14.2
CANDIDATE,1.717859841,66.3,0.908,0.007668,9.5
CANDIDATE,7.3422467,366.8,2.029,0.017463,11.8
CANDIDATE,8.1134681,40.5,4.961,0.005948,10.5
CANDIDATE,5.4675514,87.2,3.283,0.008485,10.4
CANDIDATE,0.888478095,340.4,1.5312,0.01717,24.6
CANDIDATE,309.25581,421.4,10.72,0.018899,9.9
CANDIDATE,2.44232399,229.0,1.921,0.013601,14.1
CANDIDATE,42.1003351,214.0,1.0834,0.015845,13.9
CANDIDATE,1.182862515,22.3,2.928,0.004368,16.5
CANDIDATE,4.4408541,33.9,8.083,0.005195,12.0
CANDIDATE,1.8679943,73.4,1.087,0.007812,10.0
CANDIDATE,8.9172863,196.3,4.468,0.012876,7.2
CANDIDATE,1.33807075,20.2,1.425,0.004143,8.5
CANDIDATE,17.3731821,71.7,3.36,0.007795,14.0
CANDIDATE,1.97507424,130.5,2.61,0.010488,15.0
CANDIDATE,3.3879165,78.6,1.818,0.008048,10.4
CANDIDATE,58.7488629,473.6,3.191,0.019865,13.6
CANDIDATE,64.740274,113.1,15.082,0.010514,16.4
CANDIDATE,5.38299284,35.1,3.336,0.005534,10.7
CANDIDATE,2.0481582,183.3,1.899,0.012387,11.7
CANDIDATE,14.7179342,132.3,5.844,0.011244,12.7
CANDIDATE,19.2527652,138.5,4.862,0.010815,10.8
CANDIDATE,219.20579,207.8,14.5,0.01367,15.2
CANDIDATE,3.48754109,85.1,1.811,0.008377,7.3
CANDIDATE,8.0772455,79.2,7.272,0.011741,12.5
CANDIDATE,364.08733,372.0,14.09,0.017474,8.8
CANDIDATE,5.75651958,65.3,2.309,0.007466,11.2
CANDIDATE,91.95723,308.4,10.471,0.015948,12.3
CANDIDATE,7.51731745,170.7,2.484,0.011854,10.7
CANDIDATE,44.6966177,257.3,10.532,0.014812,15.3
CANDIDATE,8.5275894,112.5,2.959,0.00985,10.4
CANDIDATE,3.07714195,34.2,3.571,0.007413,9.9
CANDIDATE,3.83488354,243.0,2.026,0.014219,10.9
CANDIDATE,8.8233996,104.6,6.735,0.009255,13.3
CANDIDATE,40.0691482,784.1,2.928,0.159185,10.5
CANDIDATE,11.6933447,66.9,6.551,0.007556,12.7
CANDIDATE,4.02745396,85.2,1.33,0.008577,10.8
CANDIDATE,4.96061094,20.4,2.864,0.004139,12.5
CANDIDATE,1.4733245,124.0,1.406,0.010226,11.9
CANDIDATE,5.93218209,205.3,4.507,0.013028,14.9
CANDIDATE,96.384483,591.0,5.253,0.022095,10.4
CANDIDATE,6.05552018,134.6,2.818,0.010451,9.8
CANDIDATE,54.333582,152.0,10.545,0.012734,10.5
CANDIDATE,4.11754421,34.3,4.362,0.005429,22.1
CANDIDATE,122.749053,1041.2,8.342,0.057538,15.0
CANDIDATE,4.37992345,15.5,4.949,0.003875,13.9
CANDIDATE,3.70858595,305.4,1.94,0.015797,11.3
CANDIDATE,9.4527721,197.3,3.817,0.013921,11.3
CANDIDATE,4.3638313,194.1,1.457,0.012932,10.3
CANDIDATE,6.83006228,187.4,3.315,0.01252,12.1
CANDIDATE,17.1622587,312.2,4.668,0.218648,11.7
CANDIDATE,5.19898615,136.8,2.359,0.010944,11.5
CANDIDATE,14.74426,113.6,8.168,0.07515,11.9
CANDIDATE,35.0175053,292.0,3.608,0.017393,12.8
CANDIDATE,22.599501,76.9,4.38,0.008084,2.9
CANDIDATE,5.89089509,267.7,2.402,0.015019,11.7
CANDIDATE,4.13029832,325.3,2.461,0.016301,8.7
CANDIDATE,201.325036,125.4,14.4,0.01067,14.2
CANDIDATE,5.59346375,236.5,1.668,0.014042,9.5
CANDIDATE,3.44928111,237.0,1.424,0.01441,9.7
CANDIDATE,37.9043889,98.2,11.638,0.009164,13.9
CANDIDATE,6.88297756,30.4,2.065,0.005405,13.2
CANDIDATE,8.7963166,96.5,4.696,0.012479,11.9
CANDIDATE,2.049602348,186.1,1.061,0.012687,11.3
CANDIDATE,53.285584,158.6,6.492,0.012512,11.0
CANDIDATE,5.8943338,28.9,3.475,0.00489,10.7
CANDIDATE,8.119343,350.4,3.558,0.016902,8.2
CANDIDATE,18.0071438,80.8,5.401,0.008254,13.1
CANDIDATE,2.49915311,179.2,1.803,0.012944,13.4
CANDIDATE,105.997107,430.8,3.751,0.020118,10.9
CANDIDATE,6.30432354,40.0,2.508,0.00614,10.7
CANDIDATE,3.38419892,228.2,1.485,0.013798,11.5
CANDIDATE,1.19260017,58.0,1.502,0.006921,11.7
CANDIDATE,216.456055,1002.8,11.067,0.028585,14.2
CANDIDATE,12.003678,281.7,2.799,0.014942,12.0
CANDIDATE,6.0059966,39.2,3.096,0.005742,7.8
CANDIDATE,4.22426989,13.6,4.22,0.003623,11.0
CANDIDATE,330.906041,740.0,3.846,0.024381,7.3
CANDIDATE,56.3479517,43.6,8.789,0.006599,15.1
CANDIDATE,19.9778599,83.4,5.96,0.008414,12.8
CANDIDATE,17.543847,196.3,5.948,0.013357,9.9
CANDIDATE,3.8183717,50.8,2.687,0.007521,11.8
CANDIDATE,9.07829171,530.9,0.783,0.020947,7.0
CANDIDATE,6.41097179,233.5,2.582,0.013772,8.5
CANDIDATE,75.2116373,362.6,3.203,0.017266,13.1
CANDIDATE,6.36283414,159.4,3.752,0.011578,9.9
CANDIDATE,7.53737498,41.1,3.966,0.005934,11.3
CANDIDATE,7.57600886,49.0,3.361,0.00635,12.5
CANDIDATE,8.8303681,296.2,3.426,0.017124,10.9
CANDIDATE,12.85755895,106.5,4.831,0.009747,14.2
CANDIDATE,33.502923,70.9,11.947,0.008374,12.5
CANDIDATE,148.568877,404.4,4.399,0.018329,11.6
CANDIDATE,9.3335486,71.2,6.643,0.008311,11.7
CANDIDATE,9.54060855,462.0,1.869,0.019272,11.2
CANDIDATE,1.80926734,98.0,2.469,0.009177,10.9
CANDIDATE,5.04413987,172.0,1.623,0.012998,10.2
CANDIDATE,5.3694084,40.0,3.949,0.006556,8.0
CANDIDATE,5.65690281,32.2,3.583,0.005131,10.4
CANDIDATE,7.4299322,164.9,4.013,0.013269,9.8
CANDIDATE,79.334347,164.9,10.886,0.012408,14.6
CANDIDATE,5.68251605,81.2,3.479,0.008164,9.4
CANDIDATE,4.52628739,99.6,3.736,0.009313,12.5
CANDIDATE,0.597018404,245.4,0.4778,0.015774,16.5
CANDIDATE,4.82025124,94.1,2.129,0.009212,8.5
CANDIDATE,12.4019263,211.1,4.043,0.016357,9.5
CANDIDATE,152.823896,456.2,7.734,0.019703,9.9
CANDIDATE,6.80899076,1192.0,2.077,0.957505,11.5
CANDIDATE,77.915425,178.8,8.274,0.012253,9.2
CANDIDATE,284.727213,355.3,10.299,0.017149,12.7
CANDIDATE,30.5392931,428.2,6.887,0.01877,15.0
CANDIDATE,8.31224474,70.8,2.663,0.119294,12.2
CANDIDATE,12.6362048,124.0,3.961,0.010119,11.5
CANDIDATE,23.266633,49.9,8.315,0.006462,11.4
CANDIDATE,7.94004281,81.9,3.282,0.008315,10.7
CANDIDATE,2.85855049,85.4,2.341,0.011676,11.4
CANDIDATE,8.95294046,44.0,2.995,0.006519,13.0
CANDIDATE,4.84350003,50.2,3.045,0.007775,10.4
CANDIDATE,45.163025,130.3,7.03,0.010664,8.7
CANDIDATE,36.7614011,160.9,15.982,0.01687,16.2
CANDIDATE,4.373570433,366.0,0.623,0.017534,14.5
CANDIDATE,154.674369,435.8,9.35,0.020904,13.5
CANDIDATE,15.9513866,99.2,2.285,0.00921,9.2
CANDIDATE,7.7859111,45.5,7.788,0.006544,12.0
CANDIDATE,31.183688,139.8,6.14,0.012202,7.9
CANDIDATE,2.94242323,293.3,1.519,0.015869,14.7
CANDIDATE,13.0914878,37.5,2.037,0.005595,8.0
CANDIDATE,54.0812235,411.1,6.279,0.018566,11.6
CANDIDATE,8.5291223,325.4,3.241,0.017152,12.8
CANDIDATE,6.4546845,69.9,3.071,0.009295,10.8
CANDIDATE,0.494247662,224.9,1.2443,0.013828,18.1
CANDIDATE,11.8299383,41.4,5.168,0.006011,11.7
CANDIDATE,5.30179786,197.2,2.24,0.012946,11.5
CANDIDATE,0.849362238,114.9,1.36,0.009854,11.9
CANDIDATE,0.741768294,60.3,0.4164,0.210554,14.0
CANDIDATE,61.083322,227.5,10.396,0.014504,11.5
CANDIDATE,3.5944891,89.9,2.557,0.00854,10.4
CANDIDATE,4.8608059,252.1,1.966,0.014666,8.9
CANDIDATE,4.04481159,33.0,2.479,0.005366,7.5
CANDIDATE,4.8302364,22.5,7.983,0.0043,11.6
CANDIDATE,56.446465,147.9,7.371,0.012893,12.4
CANDIDATE,31.4202111,390.5,4.021,0.017729,10.6
CANDIDATE,5.56676609,173.8,1.812,0.011989,12.0
CANDIDATE,5.38613715,169.3,1.943,0.011945,8.9
CANDIDATE,13.2965044,133.4,5.68,0.013087,9.1
CANDIDATE,21.8420304,79.5,3.843,0.008228,9.5
CANDIDATE,0.876850385,59.2,1.534,0.007055,9.7
CANDIDATE,413.51856,391.1,10.395,0.018088,7.9
CANDIDATE,20.7106368,142.5,2.693,0.011371,11.0
CANDIDATE,3.43633133,473.5,0.675,0.020187,14.5
CANDIDATE,142.703888,225.5,5.808,0.013885,11.0
CANDIDATE,3.38080537,200.9,3.275,0.012949,11.6
CANDIDATE,10.4716194,123.9,4.512,0.010136,11.7
CANDIDATE,6.78788113,73.1,2.26,0.007896,7.8
CANDIDATE,5.47455167,73.2,3.71,0.009788,10.8
CANDIDATE,3.43861067,46.8,1.264,0.006575,9.5
CANDIDATE,4.8754765,39.6,1.902,0.005681,8.8
CANDIDATE,10.5071781,271.8,2.68,0.014877,11.1
CANDIDATE,5.4398033,85.5,3.256,0.008465,8.4
CANDIDATE,8.8493948,43.8,6.928,0.006766,12.1
CANDIDATE,51.567801,210.1,5.514,0.013584,13.5
CANDIDATE,16.4491515,70.9,6.696,0.009018,11.0
CANDIDATE,0.428046051,126.0,0.776,0.010262,14.1
CANDIDATE,19.254536,186.0,4.754,0.013911,9.2
CANDIDATE,384.6961,787.0,6.167,0.026101,8.2
CANDIDATE,71.05457555,4853.2,1.9162,0.062584,95.9
CANDIDATE,20.5512722,191.2,4.639,0.016358,20.0
CANDIDATE,7.5861587,116.8,4.32,0.011302,10.8
CANDIDATE,42.049523793,607.9,2.1372,0.022658,5.1
CANDIDATE,6.60180003,213.4,2.624,0.013259,8.1
CANDIDATE,3.19938075,76.1,1.761,0.008036,9.8
CANDIDATE,3.04185157,69.0,1.434,0.007624,11.1
CANDIDATE,1.89873195,78.0,1.382,0.008093,10.2
CANDIDATE,11.39110963,593.4,2.749,0.022856,12.1
CANDIDATE,7.13044117,31.9,2.566,0.005193,10.5
CANDIDATE,18.0939004,467.3,3.294,0.020174,11.6
CANDIDATE,34.9524256,677.0,1.717,0.255517,15.8
CANDIDATE,15.1516409,191.5,5.105,0.012596,11.4
CANDIDATE,7.4213444,315.9,2.361,0.016313,8.7
CANDIDATE,17.7412303,144.7,4.816,0.010924,9.2
CANDIDATE,2.63527677,70.4,1.997,0.008055,10.7
CANDIDATE,147.388124,909.2,8.781,0.027522,15.8
CANDIDATE,4.11497357,154.1,3.025,0.011539,9.7
CANDIDATE,7.5019743,248.0,2.582,0.014368,9.1
CANDIDATE,29.1206519,415.5,2.89,0.01865,9.7
CANDIDATE,6.91261536,34.4,2.359,0.005657,12.0
CANDIDATE,25.8616058,123.0,7.78,0.011557,8.5
CANDIDATE,18.9060921,375.6,4.125,0.017734,11.9
CANDIDATE,25.6970688,835.0,3.739,0.033204,6.4
CANDIDATE,6.07855,102.7,3.408,0.009391,10.4
CANDIDATE,2.131660527,32.2,1.8585,0.005172,15.7
CANDIDATE,5.75902182,70.8,2.687,0.007804,9.9
CANDIDATE,0.903763067,267.5,0.562,0.015146,12.6
CANDIDATE,5.66494448,46.0,4.173,0.006346,11.4
CANDIDATE,85.0624157,41901.0,4.6964,0.222476,495.3
CANDIDATE,14.3196417,215.5,3.781,0.013753,12.5
CANDIDATE,5.2736268,86.1,5.291,0.008831,8.7
CANDIDATE,24.5041103,119.5,6.065,0.009779,11.3
CANDIDATE,9.97202023,329.7,1.425,0.016575,8.6
CANDIDATE,40.3511707,533.5,3.97,0.020966,11.3
CANDIDATE,72.9332762,770.4,3.829,0.024847,11.3
CANDIDATE,12.6878176,293.0,4.262,0.018899,13.5
CANDIDATE,483.36405,285.4,15.61,0.01617,8.3
CANDIDATE,12.0729757,99.5,3.783,0.009058,9.7
CANDIDATE,82.401274,430.7,6.48,0.020272,10.1
CANDIDATE,11.91256675,123.1,6.126,0.010217,27.8
CANDIDATE,4.08197713,26.2,2.943,0.004772,9.3
CANDIDATE,0.912179022,144.6,1.332,0.010786,10.3
CANDIDATE,76.87935893,21272.0,2.3819,0.161985,131.0
CANDIDATE,13.0151826,331.6,3.613,0.019397,11.9
CANDIDATE,2.87998334,116.5,1.658,0.009652,9.9
CANDIDATE,21.08678557,499.6,0.978,0.022065,11.0
CANDIDATE,5.19206571,66.6,3.716,0.008465,10.5
CANDIDATE,449.01499,94.2,12.58,0.008921,8.5
CANDIDATE,17.4532945,79.3,4.027,0.008165,12.0
CANDIDATE,6.70242786,65.3,1.221,0.007505,8.8
CANDIDATE,7.79534033,102.1,3.406,0.009322,10.2
CANDIDATE,2.40174996,254.4,1.413,0.014851,13.2
CANDIDATE,115.238544,516.7,7.653,0.02801,10.6
CANDIDATE,21.7434141,154.8,8.143,0.013657,15.8
CANDIDATE,5.6795377,52.0,3.757,0.00668,12.5
CANDIDATE,9.33955596,245.1,2.058,0.022231,10.1
CANDIDATE,7.41834569,234.0,2.462,0.014014,11.2
CANDIDATE,92.461135,122.4,14.344,0.009874,20.7
CANDIDATE,9.2294726,199.3,2.446,0.01261,7.5
CANDIDATE,18.3721835,152.5,3.738,0.012401,9.5
CANDIDATE,17.99562529,1068.0,0.871,0.276761,12.1
CANDIDATE,63.095068,496.8,9.485,0.080621,11.4
CANDIDATE,21.7203362,87.8,4.252,0.00856,12.0
CANDIDATE,1.97650073,112.5,1.788,0.009654,10.4
CANDIDATE,3.79892774,47.0,4.112,0.00636,8.3
CANDIDATE,14.7401061,238.0,5.637,0.014103,10.3
CANDIDATE,4.7309013,228.5,2.889,0.013995,11.6
CANDIDATE,21.3761817,104.0,8.543,0.00937,12.1
CANDIDATE,6.58753699,232.1,2.043,0.013941,8.2
CANDIDATE,36.721576,538.2,7.758,0.021055,10.2
CANDIDATE,96.81647,164.7,10.227,0.011823,25.9
CANDIDATE,3.51413723,32.7,3.919,0.006432,11.2
CANDIDATE,4.96504981,50.7,2.212,0.006861,8.7
CANDIDATE,1.141148847,73.1,1.629,0.007681,12.7
CANDIDATE,12.460565,143.9,3.903,0.010763,10.2
CANDIDATE,19.5945772,129.3,6.77,0.010577,8.8
CANDIDATE,409.87844,647.1,10.58,0.023376,8.7
CANDIDATE,7.08757462,187.0,3.342,0.012708,11.0
CANDIDATE,3.74318005,237.5,1.111,0.018809,10.5
CANDIDATE,5.4169303,109.5,7.512,0.067492,11.3
CANDIDATE,31.1920226,447.8,2.849,0.019451,11.6
CANDIDATE,7.630545,364.9,3.63,0.017589,11.3
CANDIDATE,6.6716723,154.4,2.693,0.011407,10.3
CANDIDATE,409.38645,531.5,13.78,0.0204,10.3
CANDIDATE,17.7662938,181.1,3.079,0.014903,10.1
CANDIDATE,11.56722589,373.7,2.507,0.01714,11.5
CANDIDATE,631.56889,789.0,14.37,0.027049,20.7
CANDIDATE,4.31724247,59.0,4.126,0.007067,11.3
CANDIDATE,3.74099144,34.3,5.428,0.005233,12.3
CANDIDATE,302.779824,270.9,16.847,0.015017,12.3
CANDIDATE,94.094392,46.6,10.833,0.006318,10.6
CANDIDATE,25.3736543,372.9,2.619,0.017854,10.6
CANDIDATE,10.08535311,222.5,1.75,0.014096,10.7
CANDIDATE,10.2856373,134.9,3.043,0.010713,10.4
CANDIDATE,393.95608,482.2,13.89,0.021034,10.3
CANDIDATE,34.7496038,227.1,4.548,0.020104,11.4
CANDIDATE,227.83457,155.3,21.59,0.011818,13.1
CANDIDATE,24.352541,349.1,2.782,0.017258,5.8
CANDIDATE,382.30306,225.6,8.83,0.014323,9.6
CANDIDATE,58.1263775,271.5,4.018,0.014795,13.8
CANDIDATE,3.80675878,231.9,2.092,0.014016,10.4
CANDIDATE,34.1086562,133.8,6.405,0.01068,11.7
CANDIDATE,10.0100312,375.8,1.35,0.017837,12.4
CANDIDATE,12.67143692,215.8,2.498,0.013071,13.7
CANDIDATE,60.32668824,3146.7,1.6864,0.086168,57.0
CANDIDATE,2.63595435,93.7,1.309,0.008651,9.2
CANDIDATE,5.3360574,54.7,3.877,0.00685,7.0
CANDIDATE,10.54841329,102.9,1.872,0.032654,11.7
CANDIDATE,133.6348207,420.9,1.584,0.018879,10.8
CANDIDATE,32.510844,361.9,3.254,0.017696,12.6
CANDIDATE,10.90752977,186.0,2.764,0.012591,11.8
CANDIDATE,10.5226374,68.9,3.864,0.008422,8.9
CANDIDATE,494.485085,385.3,3.905,0.018057,13.9
CANDIDATE,14.0545718,274.3,4.066,0.015078,11.6
CANDIDATE,6.86674226,47.2,4.216,0.006342,12.3
CANDIDATE,29.7681831,159.9,9.425,0.012509,13.2
CANDIDATE,36.7662364,579.5,3.305,0.021673,12.6
CANDIDATE,2.53742164,104.5,1.563,0.009301,12.8
CANDIDATE,62.596544,223.1,11.477,0.013638,15.5
CANDIDATE,15.5764061,257.1,5.382,0.015214,14.1
CANDIDATE,10.00506974,143.3,3.481,0.010975,11.4
CANDIDATE,36.2580749,380.3,5.917,0.019643,12.5
CANDIDATE,12.4326997,240.3,7.81,0.014003,11.5
CANDIDATE,30.9902997,321.5,9.454,0.01644,10.7
CANDIDATE,35.8754482,366.7,3.972,0.01767,12.6
CANDIDATE,4.32710579,84.1,3.872,0.008287,9.5
CANDIDATE,60.532988,467.5,7.086,0.020634,23.8
CANDIDATE,15.0617835,196.6,6.31,0.01273,12.1
CANDIDATE,17.9559673,137.0,6.237,0.014983,11.9
CANDIDATE,2.69339974,147.5,1.936,0.011019,8.7
CANDIDATE,10.43003118,120.0,2.029,0.010153,10.6
CANDIDATE,27.63714708,735.5,1.7277,0.026279,27.4
CANDIDATE,50.563697,50.5,5.381,0.007117,6.8
CANDIDATE,65.427645,319.0,9.404,0.016342,15.6
CANDIDATE,369.069345,945.9,5.832,0.036085,11.7
CANDIDATE,11.16622885,353.9,3.389,0.017052,13.6
CANDIDATE,23.1334494,456.3,3.602,0.025021,21.6
CANDIDATE,8.9539656,70.4,4.898,0.008108,12.2
CANDIDATE,13.7281373,106.6,5.304,0.010234,15.4
CANDIDATE,26.83771808,8512.0,1.6162,0.108646,101.4
CANDIDATE,3.53105835,310.8,1.778,0.231298,11.7
CANDIDATE,6.32589574,192.5,1.383,0.012726,8.8
CANDIDATE,11.9378354,246.0,4.652,0.014211,9.6
CANDIDATE,32.715906,135.7,10.79,0.010568,13.1
CANDIDATE,82.331756,283.2,8.664,0.015333,11.9
CANDIDATE,27.0965146,208.4,8.42,0.014451,16.4
CANDIDATE,11.5474983,115.5,6.684,0.010036,12.3
CANDIDATE,83.2664103,620.0,2.813,0.022432,10.9
CANDIDATE,11.8237228,212.7,8.518,0.014222,14.2
CANDIDATE,19.0689513,169.3,12.462,0.016821,19.1
CANDIDATE,6.2253374,108.6,4.388,0.010165,11.8
CANDIDATE,12.5014905,220.1,3.882,0.01375,10.8
CANDIDATE,40.6511021,136.4,11.282,0.011351,17.3
CANDIDATE,89.945828,335.6,2.286,0.016454,6.6
CANDIDATE,40.1454757,310.8,5.2,0.016638,5.2
CANDIDATE,1.048130894,191.8,5.6707,0.012888,5.2
CANDIDATE,17.6062701,146.2,6.134,0.013592,10.4
CANDIDATE,20.0679247,482.2,5.236,0.022842,13.8
CANDIDATE,541.92452,1504.2,21.4,0.046999,18.1
CANDIDATE,58.7701045,224.4,6.995,0.014204,13.2
CANDIDATE,6.685438,89.2,5.09,0.00991,9.7
CANDIDATE,8.5433774,75.1,6.149,0.008588,10.3
CANDIDATE,11.7201693,154.4,2.399,0.011486,7.5
CANDIDATE,11.5706005,211.9,3.073,0.013484,9.6
CANDIDATE,16.2953228,229.1,4.882,0.014432,12.9
CANDIDATE,8.5073512,209.5,2.266,0.01327,8.9
CANDIDATE,15.8283833,227.5,3.643,0.014403,9.8
CANDIDATE,4.7482669,35.6,4.947,0.005783,12.1
CANDIDATE,10.10404351,1322.4,1.0022,0.04465,39.5
CANDIDATE,13.9248005,195.2,5.016,0.012658,11.2
CANDIDATE,19.6001405,282.0,8.613,0.020442,19.7
CANDIDATE,34.08429351,3746.0,1.3521,0.358073,28.7
CANDIDATE,202.1168173,2701.2,4.683,0.057885,56.3
CANDIDATE,10.72725536,56197.0,1.7541,0.43892,160.5
CANDIDATE,2.508116,188.1,2.504,0.012819,18.3
CANDIDATE,16.0988294,160.2,5.686,0.011509,10.9
CANDIDATE,247.891041,956.6,18.363,0.028265,34.6
CANDIDATE,1.99469354,75.1,5.297,0.008287,8.9
CANDIDATE,164.950399,24493.0,30.86,0.154899,65.7
CANDIDATE,0.582895412,587.5,1.0528,0.053285,87.0
CANDIDATE,0.496069986,128.8,1.5568,0.010444,22.1
CANDIDATE,5.24088367,8531.2,3.3656,0.089386,385.7
CANDIDATE,6.13074243,146.1,2.84,0.013892,9.9
CANDIDATE,5.44085762,137.5,2.119,0.011602,9.3
CANDIDATE,6.714247798,32213.0,3.3304,0.16913,145.9
CANDIDATE,2.60720833,3149.7,2.6452,0.054153,185.3
CANDIDATE,17.7476059,877.0,5.066,0.277893,7.6
CANDIDATE,2.18565886,35.6,1.966,0.005433,11.1
