koi_disposition,koi_period,koi_depth,koi_duration,koi_ror,koi_model_snr
FALSE POSITIVE,0.741057213,1996.3,1.05299,0.314771,251.9
FALSE POSITIVE,2.988085455,802.8,3.68,0.246924,48.2
FALSE POSITIVE,2.783883492,903.9,2.4546,0.286516,86.1
FALSE POSITIVE,0.393727296,903.5,3.02,0.261231,82.4
CONFIRMED,8.17242644,864.3,3.902,0.033266,37.0
CONFIRMED,13.0607936,236.6,3.215,0.015111,19.4
FALSE POSITIVE,25.9518461,1058.5,14.581,0.256824,65.8
FALSE POSITIVE,25.9518536,2017.9,14.755,0.30359,79.4
FALSE POSITIVE,5.68628739,5559.7,17.573,0.043076,414.4
FALSE POSITIVE,15.663886949,5144.4,2.4775,0.112808,175.9
FALSE POSITIVE,4.020628573,20901.0,4.4085,0.150191,282.6
FALSE POSITIVE,185.02288222,43547.0,4.87326,0.333723,938.2
FALSE POSITIVE,2.897432135,1223.7,3.1793,0.043891,73.9
CONFIRMED,8.70420525,1074.9,2.9385,0.030316,74.0
CONFIRMED,8.1280933,224.1,3.727,0.013795,10.7
CONFIRMED,0.974868896,197.6,1.6191,0.012716,82.6
CONFIRMED,4.89721006,274.4,1.812,0.015988,16.9
FALSE POSITIVE,2.757794163,39043.0,2.7644,0.206038,349.2
FALSE POSITIVE,1.914158508,7829.2,3.2917,0.111651,124.6
FALSE POSITIVE,3.98216698,381.3,2.396,0.019666,27.1
FALSE POSITIVE,0.643794198,456.7,1.5662,0.215255,53.7
CONFIRMED,16.08832318,597.8,5.731,0.023572,31.3
CONFIRMED,10.30067919,271.8,4.885,0.015115,16.4
CONFIRMED,35.6757453,471.2,7.381,0.020763,18.5
FALSE POSITIVE,161.78832712,87750.0,5.31,0.273088,704.5
CONFIRMED,16.56806842,1331.4,4.2647,0.032537,41.9
CONFIRMED,47.3329299,931.5,2.708,0.027927,14.0
FALSE POSITIVE,0.856895349,82.2,1.3078,0.00864,33.1
CONFIRMED,40.8065333,313.9,13.135,0.016213,54.8
CONFIRMED,2.46697039,308.7,1.6345,0.016558,29.5
CONFIRMED,6.61836309,549.1,3.6813,0.0211,31.5
CONFIRMED,107.7214092,1396.2,8.042,0.033622,30.5
FALSE POSITIVE,5.251916208,10624.0,4.9095,0.390092,146.3
CONFIRMED,9.673958488,952.7,3.2641,0.027629,178.0
FALSE POSITIVE,100.3039228,5450.0,8.702,0.35047,63.2
FALSE POSITIVE,200.61103346,23791.335898271922,7.13,0.28364628616454735,259.8950005434192
FALSE POSITIVE,0.986620248,1345.8,3.9722,0.29077,117.7
FALSE POSITIVE,1.63484631,23791.335898271922,6.11,0.28364628616454735,259.8950005434192
CONFIRMED,14.12847677,628.7,3.685,0.025658,23.0
CONFIRMED,48.6478543,641.8,5.464,0.038915,12.2
CONFIRMED,8.39842977,340.1,6.344,0.01755,28.0
CONFIRMED,8.63847391,395.9,5.4566,0.017995,38.6
CONFIRMED,140.10765,266.8,18.503,0.014948,29.0
CONFIRMED,3.4815917,135.2,1.8069,0.010446,23.4
FALSE POSITIVE,8.360616221,28066.0,7.5385,0.151129,425.6
FALSE POSITIVE,1.838514968,2721.7,2.7391,0.047309,63.7
CONFIRMED,35.61760233,4634.9,8.4559,0.060738,155.0
FALSE POSITIVE,1.09206833,219.2,1.8596,0.013798,45.5
CONFIRMED,10.12805158,477.4,3.517,0.02174,38.0
FALSE POSITIVE,1.613001111,104.1,2.394,0.009463,19.3
CONFIRMED,3.770551475,12440.0,3.8077,0.102677,100.8
FALSE POSITIVE,1.343767797,4702.6,1.9405,0.073911,269.8
FALSE POSITIVE,29.12436474,6496.0,3.4209,0.290396,63.4
FALSE POSITIVE,31.82814583,4456.8,2.917,0.356333,78.7
FALSE POSITIVE,3.629442796,426.6,5.63,0.024717,76.4
FALSE POSITIVE,0.553261874,1038.1,0.8875,0.283769,202.2
CONFIRMED,5.72812616,643.4,2.0295,0.023129,20.8
CONFIRMED,3.75574267,417.4,2.2911,0.018377,27.9
FALSE POSITIVE,7.44042933,547.3,2.991,0.028601,34.0
CONFIRMED,6.581477136,2318.9,3.0896,0.042884,116.2
CONFIRMED,24.669192732,7382.3,7.03515,0.076351,603.0
CONFIRMED,2.382652873,705.4,1.8888,0.025814,45.5
CONFIRMED,24.66461416,2398.8,2.8579,0.050261,56.7
CONFIRMED,11.51517167,1357.4,2.006,0.033306,53.2
CONFIRMED,7.641567589,2269.7,3.41018,0.042627,437.5
FALSE POSITIVE,30.6113932,3472.0,3.576,0.337572,37.5
CONFIRMED,7.40742502,442.0,3.675,0.01917,23.1
FALSE POSITIVE,569.934135,18904.0,4.1904,0.173539,66.7
FALSE POSITIVE,5.09246539,254.0,3.659,0.014236,17.1
FALSE POSITIVE,110.61576622,23791.335898271922,5.0,0.28364628616454735,259.8950005434192
FALSE POSITIVE,1.103971357,317.9,0.926,0.016876,21.7
CONFIRMED,10.916108342,1479.0,3.6496,0.038633,302.2
CONFIRMED,3.353732008,1264.7,1.4598,0.032813,47.8
CONFIRMED,6.877446033,1632.3,1.3692,0.040795,39.6
CONFIRMED,28.46464804,1629.8,2.6657,0.037174,28.9
FALSE POSITIVE,0.293630085,2017.7,2.3857,0.286276,170.0
CONFIRMED,42.89645024,555.3,5.6897,0.02097,66.8
FALSE POSITIVE,2.44199803,251.7,2.759,0.016528,27.2
CONFIRMED,7.09712124,369.5,2.1059,0.017457,18.3
FALSE POSITIVE,2.6827683,79.8,2.957,0.008932,26.7
CONFIRMED,3.601465336,777.7,2.2753,0.024764,50.7
FALSE POSITIVE,3.108251172,1867.7,2.5048,0.047945,156.5
CONFIRMED,25.8474958,537.4,5.985,0.021322,27.3
CONFIRMED,40.715561,680.9,6.894,0.023993,28.9
FALSE POSITIVE,20.42720701,1273.0,3.447,0.042256,36.7
FALSE POSITIVE,6.198273591,47303.0,7.53837,0.202041,2561.1
FALSE POSITIVE,1.023471798,861.4,2.3499,0.038794,63.0
FALSE POSITIVE,0.51872711,714.1,1.252,0.229228,93.3
CONFIRMED,17.31711739,1473.0,3.1518,0.037282,35.9
CONFIRMED,9.42889884,565.4,4.4481,0.021623,50.4
FALSE POSITIVE,1.096583368,308.5,2.1188,0.016192,44.3
CONFIRMED,6.50327035,418.3,2.591,0.018135,19.0
CONFIRMED,4.09667624,302.3,2.19,0.01546,16.2
CONFIRMED,1.196548464,224.6,1.2592,0.013587,16.5
CONFIRMED,11.47609015,182.3,5.046,0.013423,27.7
CONFIRMED,25.2630467,125.5,6.22,0.011085,14.3
FALSE POSITIVE,7.1688266,23791.335898271922,1.29,0.28364628616454735,259.8950005434192
CONFIRMED,0.677374687,76.7,1.8361,0.007964,38.7
CONFIRMED,10.43547031,210.2,3.4167,0.013143,36.7
CONFIRMED,7.41084314,124.1,3.245,0.010073,25.6
CONFIRMED,28.59914031,1585.1,3.6567,0.036375,53.8
CONFIRMED,24.58716355,907.5,3.984,0.028979,35.6
FALSE POSITIVE,34.193600311,13715.0,5.41382,0.112571,1405.6
CONFIRMED,12.53248222,1145.9,4.0168,0.032795,66.7
CONFIRMED,13.19720694,2141.4,3.4872,0.043296,116.2
CONFIRMED,14.85890852,3269.0,3.5252,0.05159,456.8
CONFIRMED,4.08897299,157.9,3.585,0.011602,19.0
FALSE POSITIVE,2.866680334,712.4,1.1264,0.035102,43.0
CONFIRMED,17.44486016,826.9,4.445,0.030722,46.0
FALSE POSITIVE,8.30697421,158.7,2.76,0.163795,17.4
FALSE POSITIVE,2.49705175,23791.335898271922,3.79,0.28364628616454735,259.8950005434192
CONFIRMED,7.33685101,325.8,3.548,0.016434,21.6
FALSE POSITIVE,22.65117451,2250.0,3.6895,0.052355,170.1
FALSE POSITIVE,1.204274435,185.8,1.3362,0.012855,34.7
CONFIRMED,7.71790675,306.8,1.84,0.016108,12.6
CONFIRMED,27.6652847,469.2,6.633,0.019867,36.1
FALSE POSITIVE,0.948950734,2133.0,4.0245,0.298025,238.6
CONFIRMED,14.55730897,956.9,7.7643,0.028038,200.0
FALSE POSITIVE,4.722254104,82670.0,3.451,0.27118,314.1
FALSE POSITIVE,0.635069939,33117.0,2.07171,0.499997,578.6
FALSE POSITIVE,0.933746515,2936.6,6.6522,0.326591,549.5
FALSE POSITIVE,1.872421727,3018.9,1.5261,0.062711,179.0
CONFIRMED,33.6528474,1140.8,3.9616,0.031582,41.9
CONFIRMED,5.90127815,1525.2,2.1979,0.035599,56.6
CONFIRMED,8.75209691,1367.6,2.3742,0.0337,44.8
CONFIRMED,22.78078241,1925.1,3.3002,0.039959,46.4
CONFIRMED,2.896005211,614.1,1.6776,0.022623,28.6
CONFIRMED,0.742957911,843.3,0.6688,0.027073,45.3
FALSE POSITIVE,54.35635067,10510.0,6.4345,0.283169,628.1
FALSE POSITIVE,0.54624855,639.7,2.0543,0.242745,42.9
CONFIRMED,18.82744023,1006.2,4.664,0.028791,29.5
FALSE POSITIVE,8.4120069,819.6,3.923,0.025159,39.7
CONFIRMED,5.747711909,820.1,1.8923,0.026906,51.7
CONFIRMED,3.504691252,315.1,1.9811,0.017643,67.5
FALSE POSITIVE,0.995861402,4993.8,1.1507,0.349278,272.0
CONFIRMED,86.67856052,8244.1,10.1289,0.083303,318.3
CONFIRMED,12.21828097,1843.4,2.6969,0.043209,90.1
FALSE POSITIVE,8.387210055,4952.0,1.6477,0.369981,180.6
FALSE POSITIVE,15.2384539,7019.0,19.292,0.082932,56.0
FALSE POSITIVE,0.413334492,2025.1,2.3808,0.284068,236.9
FALSE POSITIVE,0.93374614,1717.5,6.551,0.317424,365.7
FALSE POSITIVE,6.47179275,402.5,6.788,0.018468,30.7
CONFIRMED,64.617518,2486.6,5.796,0.056124,61.9
CONFIRMED,13.21409607,1154.8,3.5641,0.034865,38.0
CONFIRMED,6.05729966,385.2,3.7419,0.017666,35.1
CONFIRMED,3.584101048,2608.1,2.7316,0.046303,166.3
CONFIRMED,1.763587535,4590.6,3.16877,0.064717,4061.9
CONFIRMED,5.014234733,6536.0,4.589,0.074468,794.3
CONFIRMED,8.11528727,834.9,3.211,0.031988,59.1
CONFIRMED,36.9250409,902.0,4.9381,0.031099,39.3
FALSE POSITIVE,37.4783492,1467.9,5.317,0.209206,18.3
FALSE POSITIVE,8.09695764,283.5,3.319,0.182422,35.4
CONFIRMED,32.3122867,677.8,6.569,0.02967,33.6
CONFIRMED,9.22961384,492.1,2.235,0.020371,19.3
CONFIRMED,14.5598556,290.6,5.624,0.015571,15.6
CONFIRMED,4.176254191,1360.1,3.6716,0.036246,249.7
FALSE POSITIVE,0.528755447,408.5,5.714,0.223797,100.1
CONFIRMED,6.10027621,766.6,4.7476,0.025279,43.2
FALSE POSITIVE,10.9110487,401.9,7.033,0.025025,28.3
CONFIRMED,8.408878137,798.9,3.4967,0.025693,147.2
CONFIRMED,10.93725572,421.6,3.0822,0.021998,24.6
CONFIRMED,2.97136658,233.3,2.716,0.013899,25.6
CONFIRMED,158.6850022,898.3,11.5372,0.027275,97.4
CONFIRMED,2.936527336,352.3,1.771,0.01755,34.7
CONFIRMED,7.03902016,529.8,3.8633,0.021176,54.3
CONFIRMED,8.360870704,2039.7,2.7144,0.041502,120.9
FALSE POSITIVE,3.14051153,1444.4,8.2806,0.29153,139.5
CONFIRMED,21.76129812,1300.7,1.243,0.032165,60.0
FALSE POSITIVE,12.713794177,36719.0,2.44093,0.182308,2981.3
FALSE POSITIVE,15.801100028,37545.0,6.37505,0.181231,1642.2
FALSE POSITIVE,1.739428983,5897.4,2.4894,3.315613,130.0
FALSE POSITIVE,1.217266418,5811.5,3.3208,0.081026,603.4
FALSE POSITIVE,19.563092517,12992.0,6.9547,0.118835,2477.0
FALSE POSITIVE,3.7228551,2969.2,12.8164,0.060156,294.8
FALSE POSITIVE,48.93786896,7240.1,6.5868,0.125795,445.7
FALSE POSITIVE,5.48990788,598.9,4.02,0.225166,36.7
CONFIRMED,161.5278347,4653.6,3.6734,0.061844,54.7
FALSE POSITIVE,0.73093905,451.1,2.8437,0.018735,52.4
CONFIRMED,11.39102358,448.6,2.303,0.020993,10.5
CONFIRMED,12.33343853,536.4,6.221,0.030411,31.7
CONFIRMED,8.01500821,363.0,3.0137,0.018282,28.6
FALSE POSITIVE,0.933749941,415.3,6.606,0.24661,88.8
CONFIRMED,7.053934488,511.5,1.7244,0.025075,56.3
CONFIRMED,4.29263699,61.4,2.7,0.007235,11.4
CONFIRMED,7.6746614,503.0,1.9374,0.025638,20.8
FALSE POSITIVE,0.445275074,254.7,2.276,0.015329,86.3
CONFIRMED,1.213770423,1821.0,0.5532,0.048039,111.4
CONFIRMED,0.453287416,1461.5,0.4445,0.046729,150.4
FALSE POSITIVE,10.810132734,6165.2,4.4618,0.099512,806.5
CONFIRMED,1.865114193,1124.8,0.4279,0.040715,56.9
FALSE POSITIVE,3.273699006,6862.8,3.07626,0.08215,1293.1
FALSE POSITIVE,7.047103499,71318.0,3.3208,0.458805,274.9
FALSE POSITIVE,0.530300102,3040.0,2.8502,0.315234,207.4
FALSE POSITIVE,1.073917869,1926.6,2.4305,0.315181,137.5
FALSE POSITIVE,4.206096814,1298.1,10.7381,0.277993,149.3
FALSE POSITIVE,19.56313723,5536.0,6.8575,0.082732,157.8
FALSE POSITIVE,2.227718792,1039.0,4.9699,0.0882,124.3
FALSE POSITIVE,0.591914504,1057.7,1.0225,0.380366,56.3
CONFIRMED,36.7704935,1346.6,4.42,0.034299,40.8
CONFIRMED,14.58932429,831.3,2.4184,0.028129,29.3
CONFIRMED,0.764017553,128.2,1.103,0.010487,13.2
CONFIRMED,59.8780258,1419.1,4.8027,0.033448,51.8
CONFIRMED,74.92768653,4119.2,4.74,0.06521,161.5
CONFIRMED,150.0189511,4319.7,4.3823,0.332851,106.2
CONFIRMED,2.613020421,599.7,1.9588,0.02652,31.1
CONFIRMED,0.927859786,515.3,1.4279,0.023395,99.8
CONFIRMED,205.912735,2378.8,9.992,0.044194,49.4
CONFIRMED,7.10695741,131.0,5.1462,0.01039,33.8
CONFIRMED,2.1395563,266.1,2.0678,0.014957,48.9
CONFIRMED,4.807103254,450.5,0.9393,0.025102,32.9
CONFIRMED,21.4054422,409.3,11.721,0.024433,60.9
CONFIRMED,10.5007712,183.4,14.522,0.011923,45.3
CONFIRMED,2.633852528,259.8,2.0206,0.014432,23.3
CONFIRMED,6.18670882,202.6,2.909,0.01265,14.3
CONFIRMED,1.796320953,210.9,1.9139,0.013229,22.1
CONFIRMED,3.468073,243.9,2.361,0.014245,20.6
CONFIRMED,5.9142668,253.2,2.661,0.014481,17.4
CONFIRMED,14.00640392,716.4,4.6919,0.025312,109.3
CONFIRMED,3.546531809,442.7,2.2746,0.02022,26.4
CONFIRMED,5.70070626,379.8,1.6408,0.018897,15.2
CONFIRMED,20.8341497,803.1,4.522,0.025636,26.2
CONFIRMED,7.0556584,705.6,3.0479,0.024103,32.1
CONFIRMED,10.47548084,1070.7,2.3024,0.031572,40.3
CONFIRMED,22.92886314,908.9,2.0831,0.03117,21.3
CONFIRMED,77.4740991,1543.6,4.168,0.039418,27.5
CONFIRMED,6.88595222,428.5,4.148,0.024611,34.5
FALSE POSITIVE,3.125814002,238.8,1.7895,0.014604,32.0
CONFIRMED,5.660669429,737.8,4.6483,0.02533,201.1
FALSE POSITIVE,10.80487163,292.7,2.7215,0.015724,27.4
CONFIRMED,13.71938426,316.4,5.5677,0.016377,48.3
CONFIRMED,29.2214959,394.0,4.014,0.019962,14.6
CONFIRMED,44.8520997,780.8,3.5729,0.02861,33.0
CONFIRMED,20.34237838,564.6,2.3351,0.024633,28.7
CONFIRMED,118.3786735,1083.3,9.5574,0.029761,83.1
CONFIRMED,23.58444746,429.2,5.5545,0.020294,42.8
CONFIRMED,11.97884409,707.9,3.751,0.023868,27.8
CONFIRMED,3.71545593,331.7,2.558,0.01657,19.6
CONFIRMED,2.58083264,270.2,2.1729,0.014804,17.5
FALSE POSITIVE,1.487084251,295.7,1.3233,0.016766,17.9
CONFIRMED,19.25404023,987.7,4.6509,0.029607,50.7
CONFIRMED,15.0549356,256.4,4.801,0.014645,16.6
CONFIRMED,2.92721119,170.2,2.545,0.011806,18.0
CONFIRMED,38.2856338,322.8,6.512,0.01626,15.0
CONFIRMED,19.80787763,616.3,3.453,0.022635,20.1
CONFIRMED,2.343230566,246.5,2.0424,0.01386,23.9
FALSE POSITIVE,2.73987398,20632.0,4.15886,0.141141,1454.3
FALSE POSITIVE,5.801880653,41924.0,4.2608,0.208621,396.8
FALSE POSITIVE,85.34092607,51746.0,10.6141,12.009302,898.4
FALSE POSITIVE,0.782045734,16185.0,1.7945,0.41463,272.3
CONFIRMED,10.1171684,288.7,4.6677,0.015702,50.6
CONFIRMED,19.12947603,451.2,3.9622,0.022649,31.7
CONFIRMED,83.5781976,630.8,7.2487,0.023697,54.9
CONFIRMED,6.1469956,249.6,3.3153,0.014447,25.8
FALSE POSITIVE,0.522457732,143.8,0.8907,0.014601,48.2
CONFIRMED,54.1558384,1109.8,4.432,0.03773,29.1
CONFIRMED,3.548465446,7251.5,4.56904,0.078272,2486.5
CONFIRMED,11.1199028,636.3,3.3759,0.024835,100.3
CONFIRMED,0.567856484,334.8,1.0258,0.016679,53.8
FALSE POSITIVE,251.0597249,7419.8,5.1095,0.372668,110.3
FALSE POSITIVE,11.70219638,639.7,2.6658,0.194118,41.3
CONFIRMED,40.7150498,563.9,8.587,0.022834,56.4
CONFIRMED,10.44635944,354.2,2.749,0.022657,34.4
CONFIRMED,2.508553286,211.6,2.2664,0.013262,26.8
CONFIRMED,13.75129636,348.5,3.853,0.01723,24.6
FALSE POSITIVE,0.885747456,895.2,4.4788,0.237819,203.6
FALSE POSITIVE,3.611541977,2972.3,8.6068,0.320559,167.1
CONFIRMED,8.041347775,591.0,2.6332,0.02196,77.5
FALSE POSITIVE,5.082722475,1974.1,5.9139,0.040316,95.5
FALSE POSITIVE,9.991625291,3450.5,3.8552,0.325317,220.3
CONFIRMED,8.57504983,160.6,8.653,0.01127,36.9
CONFIRMED,7.64970832,55.4,6.625,0.00812,28.5
CONFIRMED,10.30401132,316.1,4.2246,0.016083,53.8
FALSE POSITIVE,2.171827838,42086.0,3.2205,0.601913,300.6
CONFIRMED,3.016182013,222.5,2.8349,0.014736,31.9
CONFIRMED,6.8833761,458.4,2.2702,0.019546,28.1
FALSE POSITIVE,0.833980196,261.2,1.756,0.015277,56.9
FALSE POSITIVE,69.62754202,23791.335898271922,11.07,0.28364628616454735,259.8950005434192
FALSE POSITIVE,1.926353494,185.1,2.5305,0.013594,36.9
FALSE POSITIVE,0.890737359,195.8,1.9257,0.161113,37.7
CONFIRMED,5.41908491,231.0,2.3379,0.014334,20.2
CONFIRMED,7.01733571,255.5,3.567,0.015214,15.5
CONFIRMED,6.91134223,201.7,5.6743,0.01292,44.0
CONFIRMED,394.6249514,2013.3,24.108,0.041298,234.6
CONFIRMED,7.19304935,255.3,3.407,0.014669,19.0
CONFIRMED,86.64764448,7311.6,4.2326,0.07685,241.9
CONFIRMED,36.33750453,2828.4,7.06,0.054879,96.8
CONFIRMED,14.64613058,593.5,5.688,0.022987,30.0
CONFIRMED,148.272013,1707.4,4.192,0.04452,21.8
FALSE POSITIVE,1.506507172,880.9,4.5346,0.259398,86.7
FALSE POSITIVE,1.634614356,19762.0,3.4422,0.417475,376.5
FALSE POSITIVE,16.025018977,29090.0,3.8828,12.407403,257.8
CONFIRMED,10.50682978,13356.0,3.7769,0.105491,343.4
FALSE POSITIVE,0.711966971,6227.5,2.0221,0.367816,392.2
FALSE POSITIVE,17.72724392,16878.0,4.1073,0.134419,109.7
CONFIRMED,321.2124365,2358.6,4.012,0.051603,81.7
FALSE POSITIVE,7.13895376,254.2,4.568,0.213296,32.9
FALSE POSITIVE,4.4645454,194.3,2.8823,0.014181,37.6
CONFIRMED,11.29689442,198.5,4.623,0.013526,20.9
FALSE POSITIVE,19.30112039,232.3,6.0752,0.016082,45.0
FALSE POSITIVE,1.20320092,2807.1,1.9197,0.334324,250.8
CONFIRMED,5.968724048,510.6,3.651,0.020737,107.1
FALSE POSITIVE,10.980246199,50078.0,3.74464,0.223972,1555.4
CONFIRMED,2.144632238,19837.0,6.2701,0.415349,334.8
FALSE POSITIVE,27.32204488,77474.0,5.6716,0.255925,3622.7
FALSE POSITIVE,1.152216965,12072.0,2.2245,0.113752,104.5
FALSE POSITIVE,5.2972293,1210.5,3.799,0.030552,31.8
CONFIRMED,133.460999,5032.9,11.4997,0.064443,162.3
CONFIRMED,5.188563677,358.7,2.3683,0.017039,56.4
CONFIRMED,15.19423359,367.8,3.106,0.021229,18.1
FALSE POSITIVE,14.17098745,3070.8,3.4804,0.049395,93.6
FALSE POSITIVE,31.9734169,1414.4,13.262,0.285156,62.5
CONFIRMED,3.990105908,6154.9,2.4108,0.074711,247.8
FALSE POSITIVE,0.52205862,1381.3,2.0847,0.283326,169.0
CONFIRMED,10.035381809,2829.7,3.4062,0.048571,150.9
FALSE POSITIVE,53.100942624,19981.0,2.2868,0.226043,1108.5
FALSE POSITIVE,5.80181368,269.6,4.119,0.019721,35.3
FALSE POSITIVE,15.6402515,800.3,6.222,0.200775,19.3
FALSE POSITIVE,0.691666384,35.6,1.9603,0.005641,20.8
CONFIRMED,5.62154315,172.3,2.4143,0.013022,35.3
FALSE POSITIVE,1.074106954,64.5,1.9797,0.00709,48.5
FALSE POSITIVE,5.117401517,62929.0,4.3056,0.247032,456.6
FALSE POSITIVE,4.20233673,45982.0,3.6973,0.197,258.8
CONFIRMED,8.50698069,295.5,2.938,0.017613,20.7
FALSE POSITIVE,15.60865244,311.4,6.26,0.023255,46.9
CONFIRMED,0.669310092,131.8,1.6274,0.010342,75.3
FALSE POSITIVE,4.494498254,248.2,1.9742,0.167135,39.3
CONFIRMED,44.9306706,438.4,6.539,0.019559,33.8
CONFIRMED,14.13175309,1033.0,4.0136,0.033654,40.1
FALSE POSITIVE,1.061934816,437.2,3.2551,0.270704,74.5
CONFIRMED,11.41926141,915.6,3.9908,0.027481,58.0
FALSE POSITIVE,5.93821065,522.5,2.5128,0.664007,33.6
FALSE POSITIVE,0.655001616,271.2,1.8136,0.139253,104.5
CONFIRMED,33.1996355,1112.5,5.022,0.029607,32.6
FALSE POSITIVE,8.65306587,1048.1,4.486,0.261014,43.0
CONFIRMED,19.30581662,709.1,4.2902,0.024067,36.3
FALSE POSITIVE,3.221785738,46379.0,3.3411,0.220219,336.4
FALSE POSITIVE,0.6243875,36855.0,1.92102,0.436347,628.3
FALSE POSITIVE,18.610092584,50834.0,4.98308,0.56769,1309.3
CONFIRMED,13.22175358,876.5,2.7884,0.027249,93.6
FALSE POSITIVE,1.137525054,18006.0,2.68228,0.417737,633.1
FALSE POSITIVE,23.799939273,60186.0,5.02319,0.495144,2065.8
CONFIRMED,7.16893064,112.8,4.6766,0.010094,36.3
FALSE POSITIVE,1.22775877,46148.0,2.7545,0.427993,292.7
FALSE POSITIVE,40.24649897,159410.0,6.0203,0.52822,420.9
FALSE POSITIVE,2.27999662,12831.0,5.7777,0.112311,366.8
FALSE POSITIVE,2.48658617,42122.0,2.7189,0.186457,91.6
CONFIRMED,5.729317577,865.4,1.1816,0.028094,59.0
CONFIRMED,11.776132317,1430.8,2.8971,0.035355,163.5
CONFIRMED,11.60908533,489.3,2.2603,0.019868,34.1
FALSE POSITIVE,0.530967162,244.9,3.3659,0.182103,125.5
CONFIRMED,40.05881661,1239.4,5.595,0.03618,62.6
CONFIRMED,6.09747233,217.6,3.431,0.013336,17.4
CONFIRMED,56.637918,589.7,6.172,0.022163,20.9
FALSE POSITIVE,2.243016513,299.6,2.721,0.017126,59.1
FALSE POSITIVE,8.6531216,654.8,4.39,0.2427,35.7
CONFIRMED,8.99088621,469.7,4.2447,0.021706,93.6
FALSE POSITIVE,34.064566412,28450.0,9.6114,0.159817,1305.9
FALSE POSITIVE,4.350087749,23593.0,2.6428,0.23804,192.2
FALSE POSITIVE,1.744101106,9681.4,1.5497,0.093903,152.6
FALSE POSITIVE,7.981187121,7609.5,1.8071,0.17359,202.1
FALSE POSITIVE,4.118775582,2647.7,3.76,0.051192,125.6
FALSE POSITIVE,0.971933156,4786.0,1.9265,0.499217,223.1
FALSE POSITIVE,121.5991278,10537.0,15.1596,4.104438,297.0
CONFIRMED,7.886632468,6331.2,5.2147,0.07252,392.3
CONFIRMED,8.027681123,8725.4,3.0942,0.087025,461.5
CONFIRMED,704.962626,2319.1,18.003,0.050753,96.1
CONFIRMED,50.28635977,1119.3,6.3212,0.030461,99.5
CONFIRMED,22.79020351,617.9,5.0394,0.02233,47.7
CONFIRMED,13.26079792,199.4,3.912,0.01276,17.6
FALSE POSITIVE,1.061932545,133.6,2.1429,0.011349,80.2
CONFIRMED,127.8334997,1829.9,10.914,0.039937,76.9
CONFIRMED,10.21864532,445.3,3.802,0.019663,26.6
CONFIRMED,15.573637,468.1,5.326,0.02484,24.7
CONFIRMED,40.1015561,550.0,5.246,0.024714,19.0
CONFIRMED,4.45814897,188.1,2.867,0.013643,14.3
FALSE POSITIVE,5.663621501,1225.0,1.2968,0.031337,39.8
CONFIRMED,6.230335,1449.2,1.6493,0.039196,31.6
CONFIRMED,12.49340725,715.7,2.2614,0.025332,76.2
CONFIRMED,6.62643441,814.6,3.1752,0.025799,40.6
CONFIRMED,3.70122061,327.4,2.523,0.016399,19.6
CONFIRMED,13.73474071,746.4,2.769,0.032176,31.0
CONFIRMED,14.55387488,319.7,6.973,0.020953,26.8
FALSE POSITIVE,0.895277575,534.5,2.711,0.025524,132.1
CONFIRMED,81.0637895,476.0,3.001,0.020793,19.4
CONFIRMED,24.8056775,624.4,6.148,0.022674,39.4
CONFIRMED,13.02493307,778.4,4.5706,0.025235,119.3
CONFIRMED,44.3471936,791.7,6.43,0.025732,40.5
CONFIRMED,9.2207691,140.0,4.907,0.010738,13.2
CONFIRMED,13.6396648,162.7,5.425,0.011586,13.3
CONFIRMED,1.922799706,259.7,1.8604,0.014398,30.1
CONFIRMED,3.222975318,232.7,2.9247,0.014062,31.3
CONFIRMED,4.16811839,263.0,2.8084,0.015888,26.7
CONFIRMED,5.82348911,888.7,2.2441,0.031846,38.1
FALSE POSITIVE,9.41475056,483.4,4.736,0.171402,55.2
FALSE POSITIVE,0.56669006,104.6,2.1674,0.010042,53.8
CONFIRMED,7.13969705,512.9,3.981,0.020664,27.8
CONFIRMED,18.75470238,995.3,3.0331,0.028262,33.2
FALSE POSITIVE,3.00363219,101.2,3.732,0.009909,38.5
CONFIRMED,11.30123036,277.1,4.022,0.015086,18.5
FALSE POSITIVE,0.796722833,107.1,2.4551,0.00991,43.9
CONFIRMED,4.24153629,188.1,2.971,0.012577,18.0
CONFIRMED,17.32419108,241.3,8.045,0.0155,49.1
CONFIRMED,14.37457572,335.8,4.7892,0.016643,55.2
CONFIRMED,9.65188331,103.2,4.296,0.009238,19.8
FALSE POSITIVE,6.0990118,227.5,3.6112,0.014675,39.3
CONFIRMED,49.4781446,496.6,2.493,0.020297,20.4
CONFIRMED,30.8639476,256.5,8.864,0.017519,63.0
CONFIRMED,2.403640701,74.9,1.4012,0.009671,16.3
FALSE POSITIVE,2.90060781,124.8,2.563,0.010521,20.6
CONFIRMED,4.51436096,230.7,3.0083,0.013852,28.4
CONFIRMED,3.77359871,176.0,2.7282,0.012228,25.6
CONFIRMED,8.18182189,299.6,2.4566,0.016756,27.4
CONFIRMED,13.32389352,781.3,3.2208,0.025595,25.9
CONFIRMED,4.919584997,425.7,4.1988,0.019011,132.0
CONFIRMED,11.41911886,509.2,5.135,0.025962,23.7
CONFIRMED,11.36113254,569.5,4.1886,0.023554,57.0
FALSE POSITIVE,1.3866358,70.1,4.77,0.007712,6.8
